"","diff.fit","low","high","study","treat","bilat_0","age","se"
"2",-0.249382856427934,-0.5415870695453,-0.00810846230727141,"Damoiseaux","Antibiotics","Bilateral",0.01,-0.5415870695453
"4",-0.0511227348346976,-0.34500171008004,0.230769009838802,"Damoiseaux","Antibiotics","Unilateral",0.03,-0.34500171008004
"6",-0.249047032956275,-0.533910219728302,-0.0129057252305955,"Damoiseaux","Antibiotics","Bilateral",0.05,-0.533910219728302
"8",-0.0514611954292791,-0.33852479952457,0.22407334037834,"Damoiseaux","Antibiotics","Unilateral",0.07,-0.33852479952457
"10",-0.248690047012355,-0.526195041644826,-0.017716370817465,"Damoiseaux","Antibiotics","Bilateral",0.09,-0.526195041644826
"12",-0.051796039635404,-0.332014706272541,0.21735169303219,"Damoiseaux","Antibiotics","Unilateral",0.11,-0.332014706272541
"14",-0.248311931813768,-0.518449337440729,-0.0225376838228803,"Damoiseaux","Antibiotics","Bilateral",0.13,-0.518449337440729
"16",-0.0521271909105346,-0.325478381322134,0.210609890917789,"Damoiseaux","Antibiotics","Unilateral",0.15,-0.325478381322134
"18",-0.247912727472321,-0.510681523011508,-0.0273663608930132,"Damoiseaux","Antibiotics","Bilateral",0.17,-0.510681523011508
"20",-0.0524545737725818,-0.318923456724356,0.203854415457487,"Damoiseaux","Antibiotics","Unilateral",0.19,-0.318923456724356
"22",-0.247492481007549,-0.502900678953594,-0.0321984379080413,"Damoiseaux","Antibiotics","Bilateral",0.21,-0.502900678953594
"24",-0.0527781138381748,-0.312358298546636,0.197092465078009,"Damoiseaux","Antibiotics","Unilateral",0.23,-0.312358298546636
"26",-0.247051246355719,-0.495116609156023,-0.0370292089885813,"Damoiseaux","Antibiotics","Bilateral",0.25,-0.495116609156023
"28",-0.0530977378602439,-0.305792065830002,0.190332020211958,"Damoiseaux","Antibiotics","Unilateral",0.27,-0.305792065830002
"30",-0.246589084374287,-0.487339908130697,-0.0418531362000196,"Damoiseaux","Antibiotics","Bilateral",0.29,-0.487339908130697
"32",-0.0534133737648806,-0.299234776224104,0.183581915249129,"Damoiseaux","Antibiotics","Unilateral",0.31,-0.299234776224104
"34",-0.246106062841759,-0.479582038224796,-0.0466637489545664,"Damoiseaux","Antibiotics","Bilateral",0.33,-0.479582038224796
"36",-0.0537249506874465,-0.292697378945102,0.176851918041714,"Damoiseaux","Antibiotics","Unilateral",0.35,-0.292697378945102
"38",-0.245602256452912,-0.471855417850004,-0.0514535321296288,"Damoiseaux","Antibiotics","Bilateral",0.37,-0.471855417850004
"40",-0.0540323990078949,-0.286191835594431,0.17015281745644,"Damoiseaux","Antibiotics","Unilateral",0.39,-0.286191835594431
"42",-0.245077746809366,-0.464173521765519,-0.0562138020274384,"Damoiseaux","Antibiotics","Bilateral",0.41,-0.464173521765519
"44",-0.0543356503852739,-0.279731209169201,0.163496519255588,"Damoiseaux","Antibiotics","Unilateral",0.43,-0.279731209169201
"46",-0.244532622405455,-0.456550994215684,-0.0609345695442236,"Damoiseaux","Antibiotics","Bilateral",0.45,-0.456550994215684
"48",-0.0546346377913829,-0.273329761243301,0.156896150234017,"Damoiseaux","Antibiotics","Unilateral",0.47,-0.273329761243301
"50",-0.243966978609392,-0.449003775278627,-0.0656043903673298,"Damoiseaux","Antibiotics","Bilateral",0.49,-0.449003775278627
"52",-0.0549292955435493,-0.267003056744421,0.150366169982585,"Damoiseaux","Antibiotics","Unilateral",0.51,-0.267003056744421
"54",-0.243380917639673,-0.441549240046475,-0.0702102027608835,"Damoiseaux","Antibiotics","Bilateral",0.53,-0.441549240046475
"56",-0.0552195593363694,-0.260768074983603,0.143922488872938,"Damoiseaux","Antibiotics","Unilateral",0.55,-0.260768074983603
"58",-0.242774548536594,-0.434206349218399,-0.0747371545735975,"Damoiseaux","Antibiotics","Bilateral",0.57,-0.434206349218399
"60",-0.0555053662726218,-0.254643324411869,0.13758258967761,"Damoiseaux","Antibiotics","Unilateral",0.59,-0.254643324411869
"62",-0.242147987129326,-0.426995807578255,-0.0791684231322546,"Damoiseaux","Antibiotics","Bilateral",0.61,-0.426995807578255
"64",-0.0557866548934035,-0.248648956476345,0.131365648162266,"Damoiseaux","Antibiotics","Unilateral",0.63,-0.248648956476345
"66",-0.241501355998279,-0.419940224179251,-0.0834850343127647,"Damoiseaux","Antibiotics","Bilateral",0.65,-0.419940224179251
"68",-0.056063365207242,-0.242806871988616,0.125292646002085,"Damoiseaux","Antibiotics","Unilateral",0.67,-0.242806871988616
"70",-0.240834784432662,-0.413064264859279,-0.0876656903701767,"Damoiseaux","Antibiotics","Bilateral",0.69,-0.413064264859279
"72",-0.0563354387180837,-0.237140810651908,0.119386466598528,"Damoiseaux","Antibiotics","Unilateral",0.71,-0.237140810651908
"74",-0.240148408383278,-0.406394783023949,-0.0916866207978623,"Damoiseaux","Antibiotics","Bilateral",0.73,-0.406394783023949
"76",-0.05660281845229,-0.231676410568118,0.113671960562606,"Damoiseaux","Antibiotics","Unilateral",0.75,-0.231676410568118
"78",-0.239442370410597,-0.399960908332552,-0.0955214767156515,"Damoiseaux","Antibiotics","Bilateral",0.77,-0.399960908332552
"80",-0.0568654489845182,-0.226441220142583,0.108175963226545,"Damoiseaux","Antibiotics","Unilateral",0.79,-0.226441220142583
"82",-0.238716819628108,-0.393794065993968,-0.0991412962588419,"Damoiseaux","Antibiotics","Bilateral",0.81,-0.393794065993968
"84",-0.057123276462628,-0.221464640275834,0.102927242011574,"Damoiseaux","Antibiotics","Unilateral",0.83,-0.221464640275834
"86",-0.237971911641073,-0.387927891529298,-0.102514576261447,"Damoiseaux","Antibiotics","Bilateral",0.85,-0.387927891529298
"88",-0.0573762486313086,-0.216777769852216,0.0979563466239074,"Damoiseaux","Antibiotics","Unilateral",0.87,-0.216777769852216
"90",-0.237207808480321,-0.382397998416936,-0.105607492903135,"Damoiseaux","Antibiotics","Bilateral",0.89,-0.382397998416936
"92",-0.0576243148545523,-0.212413124137769,0.0932953316487116,"Damoiseaux","Antibiotics","Unilateral",0.91,-0.212413124137769
"94",-0.236424678531671,-0.3772415518365,-0.108384318227616,"Damoiseaux","Antibiotics","Bilateral",0.93,-0.3772415518365
"96",-0.0578674261371749,-0.208404195235879,0.0889773206445705,"Damoiseaux","Antibiotics","Unilateral",0.95,-0.208404195235879
"98",-0.235622696460876,-0.372496603323657,-0.110808077843549,"Damoiseaux","Antibiotics","Bilateral",0.97,-0.372496603323657
"100",-0.058105535145251,-0.204784827809581,0.0850358849097701,"Damoiseaux","Antibiotics","Unilateral",0.99,-0.204784827809581
"102",-0.23480204313409,-0.368201152615499,-0.112841483644685,"Damoiseaux","Antibiotics","Bilateral",1.01,-0.368201152615499
"104",-0.0583385962253993,-0.20158839447404,0.0815042212840954,"Damoiseaux","Antibiotics","Unilateral",1.03,-0.20158839447404
"106",-0.233962905533681,-0.364391928294169,-0.114448150076594,"Damoiseaux","Antibiotics","Bilateral",1.05,-0.364391928294169
"108",-0.0585665654223425,-0.198846775184,0.078414133273542,"Damoiseaux","Antibiotics","Unilateral",1.07,-0.198846775184
"110",-0.233105476669472,-0.361102919558248,-0.115594061755097,"Damoiseaux","Antibiotics","Bilateral",1.09,-0.361102919558248
"112",-0.0587894004960439,-0.196589173703732,0.0757948485462798,"Damoiseaux","Antibiotics","Unilateral",1.11,-0.196589173703732
"114",-0.232229955486469,-0.358363744903681,-0.116249206785367,"Damoiseaux","Antibiotics","Bilateral",1.13,-0.358363744903681
"116",-0.0590070609373125,-0.194840839388646,0.0736717409957673,"Damoiseaux","Antibiotics","Unilateral",1.15,-0.194840839388646
"118",-0.231336546767381,-0.356198000150343,-0.116389233422284,"Damoiseaux","Antibiotics","Bilateral",1.17,-0.356198000150343
"120",-0.0592195079820071,-0.193621797466404,0.0720650605442509,"Damoiseaux","Antibiotics","Unilateral",1.19,-0.193621797466404
"122",-0.230425461031556,-0.354621772196919,-0.11599694367261,"Damoiseaux","Antibiotics","Bilateral",1.21,-0.354621772196919
"124",-0.0594267046243245,-0.192945716883384,0.0709887997495187,"Damoiseaux","Antibiotics","Unilateral",1.23,-0.192945716883384
"126",-0.22949691442971,-0.35364251815812,-0.115063424056562,"Damoiseaux","Antibiotics","Bilateral",1.25,-0.35364251815812
"128",-0.0596286156288725,-0.192819051239312,0.07044983276433,"Damoiseaux","Antibiotics","Unilateral",1.27,-0.192819051239312
"130",-0.228551128634929,-0.353258479055136,-0.113588644120404,"Damoiseaux","Antibiotics","Bilateral",1.29,-0.353258479055136
"132",-0.059825207541718,-0.193240568652895,0.0704474425359914,"Damoiseaux","Antibiotics","Unilateral",1.31,-0.193240568652895
"134",-0.227588330729567,-0.353458723509307,-0.111581426947481,"Damoiseaux","Antibiotics","Bilateral",1.33,-0.353458723509307
"136",-0.0600164486997932,-0.194201340392788,0.0709733061588917,"Damoiseaux","Antibiotics","Unilateral",1.35,-0.194201340392788
"138",-0.226608753088151,-0.354223816330545,-0.109058796439279,"Damoiseaux","Antibiotics","Bilateral",1.37,-0.354223816330545
"140",-0.0602023092391802,-0.195685194808368,0.0720119449924303,"Damoiseaux","Antibiotics","Unilateral",1.39,-0.195685194808368
"142",-0.225612633256722,-0.355527007964094,-0.1060448051545,"Damoiseaux","Antibiotics","Bilateral",1.41,-0.355527007964094
"144",-0.0603827611022367,-0.197669577897192,0.0735415809492086,"Damoiseaux","Antibiotics","Unilateral",1.43,-0.197669577897192
"146",-0.224600213828709,-0.357335770356247,-0.10256901700396,"Damoiseaux","Antibiotics","Bilateral",1.45,-0.357335770356247
"148",-0.0605577780435937,-0.200126710488043,0.0755352889812945,"Damoiseaux","Antibiotics","Unilateral",1.47,-0.200126710488043
"150",-0.223571742317378,-0.359613478436921,-0.0986648455543366,"Damoiseaux","Antibiotics","Bilateral",1.49,-0.359613478436921
"152",-0.0607273356349463,-0.203024905569895,0.077962309328231,"Damoiseaux","Antibiotics","Unilateral",1.51,-0.203024905569895
"154",-0.222527471024864,-0.362321053080609,-0.0943679320587807,"Damoiseaux","Antibiotics","Bilateral",1.53,-0.362321053080609
"156",-0.0608914112685874,-0.206329910145176,0.080789383931358,"Damoiseaux","Antibiotics","Unilateral",1.55,-0.206329910145176
"158",-0.22146765690799,-0.36541842749891,-0.089714701222993,"Damoiseaux","Antibiotics","Bilateral",1.57,-0.36541842749891
"160",-0.0610499841597327,-0.210006158937079,0.0839820043656536,"Damoiseaux","Antibiotics","Unilateral",1.59,-0.210006158937079
"162",-0.220392561440923,-0.368865756269005,-0.0847411754190745,"Damoiseaux","Antibiotics","Bilateral",1.61,-0.368865756269005
"164",-0.0612030353476,-0.214017862336751,0.0875054936991048,"Damoiseaux","Antibiotics","Unilateral",1.63,-0.214017862336751
"166",-0.219302450474802,-0.372624339096715,-0.0794820751137275,"Damoiseaux","Antibiotics","Bilateral",1.65,-0.372624339096715
"168",-0.0613505476952605,-0.218329888056811,0.091325881783113,"Damoiseaux","Antibiotics","Unilateral",1.67,-0.218329888056811
"170",-0.218197594094749,-0.376657270966957,-0.073970193662477,"Damoiseaux","Antibiotics","Bilateral",1.69,-0.376657270966957
"172",-0.0614925058886616,-0.222908427629505,0.0954105651651208,"Damoiseaux","Antibiotics","Unilateral",1.71,-0.222908427629505
"174",-0.217078266474167,-0.380929854324438,-0.0682360105920596,"Damoiseaux","Antibiotics","Bilateral",1.73,-0.380929854324438
"176",-0.0616288964341816,-0.227721461815617,0.0997287657359865,"Damoiseaux","Antibiotics","Unilateral",1.75,-0.227721461815617
"178",-0.215944745726284,-0.385409819618125,-0.0623074968216208,"Damoiseaux","Antibiotics","Bilateral",1.77,-0.385409819618125
"180",-0.061759707655124,-0.232739052477253,0.104251815724316,"Damoiseaux","Antibiotics","Unilateral",1.79,-0.232739052477253
"182",-0.214797313753241,-0.390067401262917,-0.0562100645326863,"Damoiseaux","Antibiotics","Bilateral",1.81,-0.390067401262917
"184",-0.0618849296868687,-0.237933493946286,0.108953302130045,"Damoiseaux","Antibiotics","Unilateral",1.83,-0.237933493946286
"186",-0.213636256092756,-0.394875311216212,-0.0499666192641848,"Damoiseaux","Antibiotics","Bilateral",1.85,-0.394875311216212
"188",-0.0620045544708538,-0.243279356937971,0.113809103707602,"Damoiseaux","Antibiotics","Unilateral",1.87,-0.243279356937971
"190",-0.21246186176289,-0.399808644938665,-0.0435976792455492,"Damoiseaux","Antibiotics","Bilateral",1.89,-0.399808644938665
"192",-0.0621185757479037,-0.248753454710663,0.118797350258701,"Damoiseaux","Antibiotics","Unilateral",1.91,-0.248753454710663
"194",-0.211274423105065,-0.404844746621166,-0.0371215348803512,"Damoiseaux","Antibiotics","Bilateral",1.93,-0.404844746621166
"196",-0.062226989050245,-0.25433475632842,0.123898329145385,"Damoiseaux","Antibiotics","Unilateral",1.95,-0.25433475632842
"198",-0.210074235624518,-0.409963053438679,-0.0305544284393598,"Damoiseaux","Antibiotics","Bilateral",1.97,-0.409963053438679
"200",-0.0623297916919159,-0.260004266730759,0.129094358776551,"Damoiseaux","Antibiotics","Unilateral",1.99,-0.260004266730759
"202",-0.0752450530231656,-0.331991063691202,0.163468322628752,"Damoiseaux","Antibiotics","Bilateral",0,-0.331991063691202
"204",-0.0510375636930117,-0.346614999293647,0.232438244097606,"Damoiseaux","Antibiotics","Unilateral",0.02,-0.346614999293647
"206",-0.249132973952281,-0.535833317401453,-0.0117050607727772,"Damoiseaux","Antibiotics","Bilateral",0.04,-0.535833317401453
"208",-0.0513769163043611,-0.340147395301068,0.225749906950609,"Damoiseaux","Antibiotics","Unilateral",0.06,-0.340147395301068
"210",-0.24878127578122,-0.52812701288704,-0.0165125937616967,"Damoiseaux","Antibiotics","Bilateral",0.08,-0.52812701288704
"212",-0.0517126718240365,-0.33364497158564,0.219034232667278,"Damoiseaux","Antibiotics","Unilateral",0.1,-0.33364497158564
"214",-0.248408439405389,-0.520388176013882,-0.0213315254474298,"Damoiseaux","Antibiotics","Bilateral",0.12,-0.520388176013882
"216",-0.0520447534504446,-0.327114516520585,0.212296888284055,"Damoiseaux","Antibiotics","Unilateral",0.14,-0.327114516520585
"218",-0.248014503211598,-0.512625064738709,-0.0261587060097026,"Damoiseaux","Antibiotics","Bilateral",0.16,-0.512625064738709
"220",-0.0523730854327698,-0.320563487147389,0.205544185375797,"Damoiseaux","Antibiotics","Unilateral",0.18,-0.320563487147389
"222",-0.247599512491428,-0.50484658830646,-0.0309903437716145,"Damoiseaux","Antibiotics","Bilateral",0.2,-0.50484658830646
"224",-0.0526975931094118,-0.314000060748047,0.198783137281608,"Damoiseaux","Antibiotics","Unilateral",0.22,-0.314000060748047
"226",-0.247163519451368,-0.497062363831502,-0.0358219263785574,"Damoiseaux","Antibiotics","Bilateral",0.24,-0.497062363831502
"228",-0.0530182029457402,-0.307433192239273,0.192021522469516,"Damoiseaux","Antibiotics","Unilateral",0.26,-0.307433192239273
"230",-0.246706583218409,-0.489282781337081,-0.0406481329211908,"Damoiseaux","Antibiotics","Bilateral",0.28,-0.489282781337081
"232",-0.0533348425711415,-0.300872678075122,0.18526795469105,"Damoiseaux","Antibiotics","Unilateral",0.3,-0.300872678075122
"234",-0.246228769841062,-0.48151907838928,-0.045462736006993,"Damoiseaux","Antibiotics","Bilateral",0.32,-0.48151907838928
"236",-0.0536474408153176,-0.294329227318105,0.17853196054599,"Damoiseaux","Antibiotics","Unilateral",0.34,-0.294329227318105
"238",-0.245730152285736,-0.473783425469081,-0.0502584927876401,"Damoiseaux","Antibiotics","Bilateral",0.36,-0.473783425469081
"240",-0.053955927743806,-0.287814540451552,0.171824064986019,"Damoiseaux","Antibiotics","Unilateral",0.38,-0.287814540451552
"242",-0.245210810428482,-0.466089023154684,-0.0550270240299687,"Damoiseaux","Antibiotics","Bilateral",0.4,-0.466089023154684
"244",-0.0542602346926924,-0.281341396327369,0.165155885103543,"Damoiseaux","Antibiotics","Unilateral",0.42,-0.281341396327369
"246",-0.244670831042036,-0.458450211990356,-0.0597586805216972,"Damoiseaux","Antibiotics","Bilateral",0.44,-0.458450211990356
"248",-0.0545602943024809,-0.274923747332634,0.158540232237915,"Damoiseaux","Antibiotics","Unilateral",0.46,-0.274923747332634
"250",-0.244110307778168,-0.450882595533576,-0.0644423964936763,"Damoiseaux","Antibiotics","Bilateral",0.48,-0.450882595533576
"252",-0.0548560405510943,-0.268576822361195,0.151991221931103,"Damoiseaux","Antibiotics","Unilateral",0.5,-0.268576822361195
"254",-0.243529341145283,-0.443403176413633,-0.0690655304039365,"Damoiseaux","Antibiotics","Bilateral",0.52,-0.443403176413633
"256",-0.0551474087858973,-0.262317236452735,0.145524390536421,"Damoiseaux","Antibiotics","Unilateral",0.54,-0.262317236452735
"258",-0.242928038481142,-0.4360305042901,-0.073613694401138,"Damoiseaux","Antibiotics","Bilateral",0.56,-0.4360305042901
"260",-0.0554343357547539,-0.256163104968668,0.13915681628417,"Damoiseaux","Antibiotics","Unilateral",0.58,-0.256163104968668
"262",-0.242306513921041,-0.428784832845635,-0.0780705755054058,"Damoiseaux","Antibiotics","Bilateral",0.6,-0.428784832845635
"264",-0.0557167596364116,-0.25013415820614,0.132907240668429,"Damoiseaux","Antibiotics","Unilateral",0.62,-0.25013415820614
"266",-0.241664888361367,-0.421688280270156,-0.0824177541404121,"Damoiseaux","Antibiotics","Bilateral",0.64,-0.421688280270156
"268",-0.055994620069875,-0.244251850393707,0.126796184044163,"Damoiseaux","Antibiotics","Unilateral",0.66,-0.244251850393707
"270",-0.241003289418372,-0.414764984799577,-0.0866345286465644,"Damoiseaux","Antibiotics","Bilateral",0.68,-0.414764984799577
"272",-0.0562678581826653,-0.238539454492776,0.120846046789108,"Damoiseaux","Antibiotics","Unilateral",0.7,-0.238539454492776
"274",-0.240321851382143,-0.4080412425771,-0.0906977587231784,"Damoiseaux","Antibiotics","Bilateral",0.72,-0.4080412425771
"276",-0.0565364166180684,-0.233022130689862,0.115081183854858,"Damoiseaux","Antibiotics","Unilateral",0.74,-0.233022130689862
"278",-0.239620715165864,-0.401545609142933,-0.0945817466414082,"Damoiseaux","Antibiotics","Bilateral",0.76,-0.401545609142933
"280",-0.0568002395613006,-0.22772695208498,0.109527936161022,"Damoiseaux","Antibiotics","Unilateral",0.78,-0.22772695208498
"282",-0.238900028250324,-0.395308939048444,-0.0982581818937938,"Damoiseaux","Antibiotics","Bilateral",0.8,-0.395308939048444
"284",-0.0570592727646382,-0.222682866660979,0.104214597852531,"Damoiseaux","Antibiotics","Unilateral",0.82,-0.222682866660979
"286",-0.238159944623862,-0.389364330489738,-0.101696182557972,"Damoiseaux","Antibiotics","Bilateral",0.84,-0.389364330489738
"288",-0.0573134635714339,-0.217920569706437,0.0991712935502491,"Damoiseaux","Antibiotics","Unilateral",0.86,-0.217920569706437
"290",-0.23740062471736,-0.383746934032291,-0.104862474393117,"Damoiseaux","Antibiotics","Bilateral",0.88,-0.383746934032291
"292",-0.0575627609387892,-0.213472256919178,0.0944297357832873,"Damoiseaux","Antibiotics","Unilateral",0.9,-0.213472256919178
"294",-0.236622235334756,-0.378493579258592,-0.107721753948991,"Damoiseaux","Antibiotics","Bilateral",0.92,-0.378493579258592
"296",-0.0578071154593525,-0.209371227121503,0.0900228314858552,"Damoiseaux","Antibiotics","Unilateral",0.94,-0.209371227121503
"298",-0.235824949579099,-0.373642173018393,-0.110237282137928,"Damoiseaux","Antibiotics","Bilateral",0.96,-0.373642173018393
"300",-0.058046479382033,-0.205651306206343,0.0859841091397534,"Damoiseaux","Antibiotics","Unilateral",0.98,-0.205651306206343
"302",-0.235008946774137,-0.369230831514679,-0.112371746149791,"Damoiseaux","Antibiotics","Bilateral",1,-0.369230831514679
"304",-0.0582808066315902,-0.202346073141833,0.0823469473507058,"Damoiseaux","Antibiotics","Unilateral",1.02,-0.202346073141833
"306",-0.234174412381368,-0.365296730064521,-0.114088406002277,"Damoiseaux","Antibiotics","Bilateral",1.04,-0.365296730064521
"308",-0.0585100528266329,-0.199487886522441,0.0791436033080069,"Damoiseaux","Antibiotics","Unilateral",1.06,-0.199487886522441
"310",-0.233321537912229,-0.361874691292838,-0.115352505104822,"Damoiseaux","Antibiotics","Bilateral",1.08,-0.361874691292838
"312",-0.0587341752967294,-0.197106736805108,0.0764040662286506,"Damoiseaux","Antibiotics","Unilateral",1.1,-0.197106736805108
"314",-0.232450520836885,-0.358995583361788,-0.116132873365494,"Damoiseaux","Antibiotics","Bilateral",1.12,-0.358995583361788
"316",-0.0589531330986519,-0.195228983374204,0.0741547948912722,"Damoiseaux","Antibiotics","Unilateral",1.14,-0.195228983374204
"318",-0.231561564487948,-0.356684657021701,-0.11640359415384,"Damoiseaux","Antibiotics","Bilateral",1.16,-0.356684657021701
"320",-0.059166887030683,-0.193876071354342,0.0724174341627418,"Damoiseaux","Antibiotics","Unilateral",1.18,-0.193876071354342
"322",-0.230654877960316,-0.3549599990455,-0.116145557562487,"Damoiseaux","Antibiotics","Bilateral",1.2,-0.3549599990455
"324",-0.0593753996462687,-0.193063352196717,0.0712076345334809,"Damoiseaux","Antibiotics","Unilateral",1.22,-0.193063352196717
"326",-0.229730676006943,-0.353831302173696,-0.1153476997448,"Damoiseaux","Antibiotics","Bilateral",1.24,-0.353831302173696
"328",-0.0595786352663286,-0.192799144236426,0.0705341108802188,"Damoiseaux","Antibiotics","Unilateral",1.26,-0.192799144236426
"330",-0.228789178930749,-0.353299132695462,-0.114007746986565,"Damoiseaux","Antibiotics","Bilateral",1.28,-0.353299132695462
"332",-0.0597765599906154,-0.19308415658013,0.0703980638543498,"Damoiseaux","Antibiotics","Unilateral",1.3,-0.19308415658013
"334",-0.227830612472615,-0.35335481298176,-0.112132346909283,"Damoiseaux","Antibiotics","Bilateral",1.32,-0.35335481298176
"336",-0.0599691417075336,-0.193911359804314,0.0707930474465267,"Damoiseaux","Antibiotics","Unilateral",1.34,-0.193911359804314
"338",-0.226855207695188,-0.353980940048795,-0.109736565387925,"Damoiseaux","Antibiotics","Bilateral",1.36,-0.353980940048795
"340",-0.0601563501026667,-0.195266326632605,0.0717053059782653,"Damoiseaux","Antibiotics","Unilateral",1.38,-0.195266326632605
"342",-0.225863200863136,-0.355152459083281,-0.106842829974983,"Damoiseaux","Antibiotics","Bilateral",1.4,-0.355152459083281
"344",-0.0603381566661941,-0.197127999522812,0.0731145375208484,"Damoiseaux","Antibiotics","Unilateral",1.42,-0.197127999522812
"346",-0.22485483331987,-0.356838131298355,-0.103479480293872,"Damoiseaux","Antibiotics","Bilateral",1.44,-0.356838131298355
"348",-0.0605145346991771,-0.199469785936667,0.0749949845692079,"Damoiseaux","Antibiotics","Unilateral",1.46,-0.199469785936667
"350",-0.223830351360839,-0.359002197561121,-0.0996791238926937,"Damoiseaux","Antibiotics","Bilateral",1.48,-0.359002197561121
"352",-0.0606854593186703,-0.202260848820246,0.0773167195342536,"Damoiseaux","Antibiotics","Unilateral",1.5,-0.202260848820246
"354",-0.22279000610342,-0.361606046062764,-0.0954769892674132,"Damoiseaux","Antibiotics","Bilateral",1.52,-0.361606046062764
"356",-0.0608509074615483,-0.205467454074883,0.0800469868628947,"Damoiseaux","Antibiotics","Unilateral",1.54,-0.205467454074883
"358",-0.221734053353517,-0.364609732685446,-0.0909094273673428,"Damoiseaux","Antibiotics","Bilateral",1.56,-0.364609732685446
"360",-0.0610108578871469,-0.209054255055907,0.0831514818431255,"Damoiseaux","Antibiotics","Unilateral",1.58,-0.209054255055907
"362",-0.220662753469001,-0.367973258869111,-0.0860126567100123,"Damoiseaux","Antibiotics","Bilateral",1.6,-0.367973258869111
"364",-0.0611652911786557,-0.212985427158209,0.0865954791769261,"Damoiseaux","Antibiotics","Unilateral",1.62,-0.212985427158209
"366",-0.219576371220088,-0.371657566874929,-0.080821792087835,"Damoiseaux","Antibiotics","Bilateral",1.64,-0.371657566874929
"368",-0.0613141897432373,-0.217225602971536,0.090344761836981,"Damoiseaux","Antibiotics","Unilateral",1.66,-0.217225602971536
"370",-0.21847517564694,-0.375625255681618,-0.0753701534499296,"Damoiseaux","Antibiotics","Bilateral",1.68,-0.375625255681618
"372",-0.0614575378112883,-0.221740591986881,0.0943663342382017,"Damoiseaux","Antibiotics","Unilateral",1.7,-0.221740591986881
"374",-0.217359439914717,-0.379841048532132,-0.0696888237093982,"Damoiseaux","Antibiotics","Bilateral",1.72,-0.379841048532132
"376",-0.0615953214343687,-0.22649789406058,0.0986289289796899,"Damoiseaux","Antibiotics","Unilateral",1.74,-0.22649789406058
"378",-0.216229441165734,-0.384272056876721,-0.063806410511821,"Damoiseaux","Antibiotics","Bilateral",1.76,-0.384272056876721
"380",-0.0617275284819558,-0.231467031680544,0.103103332255702,"Damoiseaux","Antibiotics","Unilateral",1.78,-0.231467031680544
"382",-0.215085460369191,-0.3888878882722,-0.0577489641729602,"Damoiseaux","Antibiotics","Bilateral",1.8,-0.3888878882722
"384",-0.0618541486369276,-0.236619733287996,0.107762560251063,"Damoiseaux","Antibiotics","Unilateral",1.82,-0.236619733287996
"386",-0.213927782168411,-0.39366064198411,-0.0515400078089557,"Damoiseaux","Antibiotics","Bilateral",1.84,-0.39366064198411
"388",-0.0619751733898159,-0.241930001101997,0.11258192002847,"Damoiseaux","Antibiotics","Unilateral",1.86,-0.241930001101997
"390",-0.212756694725996,-0.398564829029555,-0.0452006427016287,"Damoiseaux","Antibiotics","Bilateral",1.88,-0.398564829029555
"392",-0.062090596032273,-0.247374094186676,0.117538985707572,"Damoiseaux","Antibiotics","Unilateral",1.9,-0.247374094186676
"394",-0.211572489567384,-0.403577245476247,-0.0387496998739459,"Damoiseaux","Antibiotics","Bilateral",1.92,-0.403577245476247
"396",-0.0622004116495364,-0.252930452890497,0.122613516120655,"Damoiseaux","Antibiotics","Unilateral",1.94,-0.252930452890497
"398",-0.210375461421922,-0.408676820433742,-0.032203916252162,"Damoiseaux","Antibiotics","Bilateral",1.96,-0.408676820433742
"400",-0.0623046171111171,-0.258579585643208,0.127787334980297,"Damoiseaux","Antibiotics","Unilateral",1.98,-0.258579585643208
"402",-0.209165908062104,-0.413844453907251,-0.0255781200788878,"Damoiseaux","Antibiotics","Bilateral",2,-0.413844453907251
"404",-0.0509521725916801,-0.348225724060395,0.234105449983084,"Damoiseaux","Antibiotics","Unilateral",0.01,-0.348225724060395
"406",-0.249217591808393,-0.537753900582882,-0.0105052723756671,"Damoiseaux","Antibiotics","Bilateral",0.03,-0.537753900582882
"408",-0.051292412356273,-0.341767811809471,0.227424762060409,"Damoiseaux","Antibiotics","Unilateral",0.05,-0.341767811809471
"410",-0.248871183378642,-0.530056947921046,-0.0153095319086273,"Damoiseaux","Antibiotics","Bilateral",0.07,-0.530056947921046
"412",-0.0516290743892085,-0.3352734816777,0.220715414777481,"Damoiseaux","Antibiotics","Unilateral",0.09,-0.3352734816777
"414",-0.24850362822467,-0.52232549426151,-0.020125885755642,"Damoiseaux","Antibiotics","Bilateral",0.11,-0.52232549426151
"416",-0.0519620816322802,-0.328749362311706,0.213982922319857,"Damoiseaux","Antibiotics","Unilateral",0.13,-0.328749362311706
"418",-0.248114963009209,-0.514567642692613,-0.0249513332145049,"Damoiseaux","Antibiotics","Bilateral",0.15,-0.514567642692613
"420",-0.0522913580683493,-0.322202738963416,0.20723342998836,"Damoiseaux","Antibiotics","Unilateral",0.17,-0.322202738963416
"422",-0.247705231296519,-0.506792134638835,-0.0297822501295818,"Damoiseaux","Antibiotics","Bilateral",0.19,-0.506792134638835
"424",-0.0526168287599446,-0.315641603713151,0.200473769991564,"Damoiseaux","Antibiotics","Unilateral",0.21,-0.315641603713151
"426",-0.247274483563661,-0.499008404499259,-0.0346143121836161,"Damoiseaux","Antibiotics","Bilateral",0.23,-0.499008404499259
