"","diff.fit","low","high","study","treat","bilat_0","age","se"
"2384",-0.0838468242886499,-0.215346325002262,0.0456317784443158,"Burke","Antibiotics","Unilateral",6.77,-0.215346325002262
"2386",-0.105791781174656,-0.35030066671381,0.130663679916983,"Burke","Antibiotics","Bilateral",6.79,-0.35030066671381
"2388",-0.0843547579063931,-0.21737806391266,0.046568065592535,"Burke","Antibiotics","Unilateral",6.81,-0.21737806391266
"2390",-0.105440224779672,-0.352365416283184,0.133109292018704,"Burke","Antibiotics","Bilateral",6.83,-0.352365416283184
"2392",-0.0848632759146602,-0.219435356796486,0.0475253542015794,"Burke","Antibiotics","Unilateral",6.85,-0.219435356796486
"2394",-0.105084550427423,-0.354440476431554,0.135569496210852,"Burke","Antibiotics","Bilateral",6.87,-0.354440476431554
"2396",-0.0853723518244903,-0.221517740624079,0.0485031123551077,"Burke","Antibiotics","Unilateral",6.89,-0.221517740624079
"2398",-0.104724758299601,-0.356525350159364,0.13804388391083,"Burke","Antibiotics","Bilateral",6.91,-0.356525350159364
"2400",-0.0858819589167957,-0.223624752171831,0.0495008084322831,"Burke","Antibiotics","Unilateral",6.93,-0.223624752171831
"2402",-0.104360848925514,-0.358619539053253,0.140532050581702,"Burke","Antibiotics","Bilateral",6.95,-0.358619539053253
"2404",-0.086392070244549,-0.225755928488019,0.0505179116680098,"Burke","Antibiotics","Unilateral",6.97,-0.225755928488019
"2406",-0.103992823184564,-0.36072254340076,0.143033595776341,"Burke","Antibiotics","Bilateral",6.99,-0.36072254340076
"2408",-0.0869026586350243,-0.22791080730873,0.0515538926646542,"Burke","Antibiotics","Unilateral",7.01,-0.22791080730873
"2410",-0.103620682308712,-0.362833862306033,0.145548123175859,"Burke","Antibiotics","Bilateral",7.03,-0.362833862306033
"2412",-0.0874136966921932,-0.230088927427459,0.0526082238576525,"Burke","Antibiotics","Unilateral",7.05,-0.230088927427459
"2414",-0.103244427884955,-0.364952993810867,0.148075240625911,"Burke","Antibiotics","Bilateral",7.07,-0.364952993810867
"2416",-0.0879251567991472,-0.232289829026096,0.0536803799438758,"Burke","Antibiotics","Unilateral",7.09,-0.232289829026096
"2418",-0.102864061857685,-0.367079435017885,0.150614560169479,"Burke","Antibiotics","Bilateral",7.11,-0.367079435017885
"2420",-0.0884370111205483,-0.234513053961453,0.054769838266415,"Burke","Antibiotics","Unilateral",7.13,-0.234513053961453
"2422",-0.102479586530993,-0.36921268221682,0.153165698075635,"Burke","Antibiotics","Bilateral",7.15,-0.36921268221682
"2424",-0.0889492316051438,-0.236758146017254,0.0558760791652521,"Burke","Antibiotics","Unilateral",7.17,-0.236758146017254
"2426",-0.102091004570943,-0.371352231015773,0.15572827486692,"Burke","Antibiotics","Bilateral",7.19,-0.371352231015773
"2428",-0.0894617899883441,-0.239024651122499,0.0569985862950396,"Burke","Antibiotics","Unilateral",7.21,-0.239024651122499
"2430",-0.101698319007777,-0.373497576476447,0.158301915344368,"Burke","Antibiotics","Bilateral",7.23,-0.373497576476447
"2432",-0.0899746577948068,-0.241312117538588,0.0581368469121158,"Burke","Antibiotics","Unilateral",7.25,-0.241312117538588
"2434",-0.101301533238007,-0.375648213254461,0.160886248611246,"Burke","Antibiotics","Bilateral",7.27,-0.375648213254461
"2436",-0.0904878063412092,-0.243620096019763,0.0592903521349593,"Burke","Antibiotics","Unilateral",7.29,-0.243620096019763
"2438",-0.100900651026836,-0.377803635743621,0.163480908094413,"Burke","Antibiotics","Bilateral",7.31,-0.377803635743621
"2440",-0.0910012067391985,-0.245948139942191,0.0604585971738795,"Burke","Antibiotics","Unilateral",7.33,-0.245948139942191
"2442",-0.100495676510106,-0.379963338221404,0.166085531561727,"Burke","Antibiotics","Bilateral",7.35,-0.379963338221404
"2444",-0.0915148298980347,-0.248295805408625,0.0616410815366138,"Burke","Antibiotics","Unilateral",7.37,-0.248295805408625
"2446",-0.100086614196257,-0.382126815000173,0.168699761139059,"Burke","Antibiotics","Bilateral",7.39,-0.382126815000173
"2448",-0.092028646527478,-0.250662651332729,0.0628373092134283,"Burke","Antibiotics","Unilateral",7.41,-0.250662651332729
"2450",-0.0996734689683131,-0.384293560582757,0.171323243325963,"Burke","Antibiotics","Bilateral",7.43,-0.384293560582757
"2452",-0.092542627140725,-0.253048239503511,0.0640467888422877,"Burke","Antibiotics","Unilateral",7.45,-0.253048239503511
"2454",-0.0992562460856882,-0.386463069822306,0.173955629010268,"Burke","Antibiotics","Bilateral",7.47,-0.386463069822306
"2456",-0.0930567420571761,-0.255452134633506,0.0652690338577406,"Burke","Antibiotics","Unilateral",7.49,-0.255452134633506
"2458",-0.0988349511860229,-0.388634838088322,0.176596573483035,"Burke","Antibiotics","Bilateral",7.51,-0.388634838088322
"2460",-0.0935709614060414,-0.257873904393245,0.0665035626245375,"Burke","Antibiotics","Unilateral",7.53,-0.257873904393245
"2462",-0.098409590287823,-0.390808361435157,0.179245736449951,"Burke","Antibiotics","Bilateral",7.55,-0.390808361435157
"2464",-0.0940852551298427,-0.260313119424689,0.0677498985506177,"Burke","Antibiotics","Unilateral",7.57,-0.260313119424689
"2466",-0.0979801697918793,-0.39298313677005,0.181902782039885,"Burke","Antibiotics","Bilateral",7.59,-0.39298313677005
"2468",-0.0945995929870611,-0.262769353341639,0.0690075701878331,"Burke","Antibiotics","Unilateral",7.61,-0.262769353341639
"2470",-0.0975466964826766,-0.395158662027022,0.184567378814127,"Burke","Antibiotics","Bilateral",7.63,-0.395158662027022
"2472",-0.0951139445553338,-0.265242182722109,0.0702761113230656,"Burke","Antibiotics","Unilateral",7.65,-0.265242182722109
"2474",-0.0971091775300107,-0.397334436345052,0.187239199774931,"Burke","Antibiotics","Bilateral",7.67,-0.397334436345052
"2476",-0.0956282792345576,-0.267731187091768,0.0715550610598341,"Burke","Antibiotics","Unilateral",7.69,-0.267731187091768
"2478",-0.0966676204903563,-0.39950996025077,0.189917922374369,"Burke","Antibiotics","Bilateral",7.71,-0.39950996025077
"2480",-0.0961425662506287,-0.270235948901812,0.0728439638922636,"Burke","Antibiotics","Unilateral",7.73,-0.270235948901812
"2482",-0.09622203330933,-0.401684735844342,0.192603228520539,"Burke","Antibiotics","Bilateral",7.75,-0.401684735844342
"2484",-0.0966567746592824,-0.272756053495042,0.0741423697666968,"Burke","Antibiotics","Unilateral",7.77,-0.272756053495042
"2486",-0.0957724243226548,-0.403858266984585,0.195294804582348,"Burke","Antibiotics","Bilateral",7.79,-0.403858266984585
"2488",-0.0971708733488079,-0.27529108906656,0.0754498341385692,"Burke","Antibiotics","Unilateral",7.81,-0.27529108906656
"2490",-0.0953188022571393,-0.406030059479961,0.197992341395824,"Burke","Antibiotics","Bilateral",7.83,-0.406030059479961
"2492",-0.0976848310440113,-0.277840646624183,0.0767659180254064,"Burke","Antibiotics","Unilateral",7.85,-0.277840646624183
"2494",-0.094861176233114,-0.408199621282601,0.200695534267582,"Burke","Antibiotics","Bilateral",7.87,-0.408199621282601
"2496",-0.0981986163103004,-0.280404319940108,0.0780901880501416,"Burke","Antibiotics","Unilateral",7.89,-0.280404319940108
"2498",-0.0943995557652029,-0.41036646268054,0.203404082977057,"Burke","Antibiotics","Bilateral",7.91,-0.41036646268054
"2500",-0.0987121975567455,-0.282981705499518,0.0794222164816283,"Burke","Antibiotics","Unilateral",7.93,-0.282981705499518
"2502",-0.0939339507633915,-0.412530096494001,0.206117691778943,"Burke","Antibiotics","Bilateral",7.95,-0.412530096494001
"2504",-0.0992255430398036,-0.285572402448919,0.0807615812721182,"Burke","Antibiotics","Unilateral",7.97,-0.285572402448919
"2506",-0.0934643715341884,-0.414690038273728,0.208836069404875,"Burke","Antibiotics","Bilateral",7.99,-0.414690038273728
"2508",-0.0997386208668583,-0.288176012543331,0.082107866092227,"Burke","Antibiotics","Unilateral",8.01,-0.288176012543331
"2510",-0.0929908287811316,-0.416845806501664,0.211558929065985,"Burke","Antibiotics","Bilateral",8.03,-0.416845806501664
"2512",-0.100251398999822,-0.290792140096717,0.083460660366786,"Burke","Antibiotics","Unilateral",8.05,-0.290792140096717
"2514",-0.092513333607004,-0.418996922796168,0.214285988454224,"Burke","Antibiotics","Bilateral",8.07,-0.418996922796168
"2516",-0.100763845260986,-0.293420391930308,0.0848195593032586,"Burke","Antibiotics","Unilateral",8.09,-0.293420391930308
"2518",-0.0920318975155227,-0.421142912111448,0.217016969738607,"Burke","Antibiotics","Bilateral",8.11,-0.421142912111448
"2520",-0.101275927336004,-0.296060377312899,0.0861841639158948,"Burke","Antibiotics","Unilateral",8.13,-0.296060377312899
"2522",-0.0915465324111166,-0.423283302936755,0.219751599563123,"Burke","Antibiotics","Bilateral",8.15,-0.423283302936755
"2524",-0.101787612777385,-0.298711707906564,0.0875540810518214,"Burke","Antibiotics","Unilateral",8.17,-0.298711707906564
"2526",-0.0910572505997148,-0.425417627498809,0.222489609044212,"Burke","Antibiotics","Bilateral",8.19,-0.425417627498809
"2528",-0.102298869008551,-0.301373997714789,0.0889289234163374,"Burke","Antibiotics","Unilateral",8.21,-0.301373997714789
"2530",-0.0905640647893492,-0.427545421964391,0.22523073376771,"Burke","Antibiotics","Bilateral",8.23,-0.427545421964391
"2532",-0.102809663327436,-0.304046863033225,0.0903083095991248,"Burke","Antibiotics","Unilateral",8.25,-0.304046863033225
"2534",-0.0900669880907983,-0.429666226644733,0.227974713786292,"Burke","Antibiotics","Bilateral",8.27,-0.429666226644733
"2536",-0.10331996291184,-0.30672992240479,0.0916918640991797,"Burke","Antibiotics","Unilateral",8.29,-0.30672992240479
"2538",-0.0895660340195049,-0.431779586197687,0.23072129361246,"Burke","Antibiotics","Bilateral",8.31,-0.431779586197687
"2540",-0.103829734823479,-0.30942279656986,0.0930792173454354,"Burke","Antibiotics","Unilateral",8.33,-0.30942279656986
"2542",-0.0890612164951967,-0.433885049825942,0.233470222212146,"Burke","Antibiotics","Bilateral",8.35,-0.433885049825942
"2544",-0.104338946011358,-0.312125108421485,0.0944700057206083,"Burke","Antibiotics","Unilateral",8.37,-0.312125108421485
"2546",-0.0885525498418379,-0.435982171477752,0.236221252999471,"Burke","Antibiotics","Bilateral",8.39,-0.435982171477752
"2548",-0.104847563316596,-0.31483648296776,0.0958638715864813,"Burke","Antibiotics","Unilateral",8.41,-0.31483648296776
"2550",-0.0880400487895506,-0.438070510047214,0.238974143827697,"Burke","Antibiotics","Bilateral",8.43,-0.438070510047214
"2552",-0.1053555534773,-0.317556547291319,0.0972604633042053,"Burke","Antibiotics","Unilateral",8.45,-0.317556547291319
"2554",-0.0875237284737543,-0.440149629568268,0.241728656980572,"Burke","Antibiotics","Bilateral",8.47,-0.440149629568268
"2556",-0.105862883132044,-0.32028493051418,0.0986594352591028,"Burke","Antibiotics","Unilateral",8.49,-0.32028493051418
"2558",-0.0870036044363947,-0.442219099411476,0.244484559162442,"Burke","Antibiotics","Bilateral",8.51,-0.442219099411476
"2560",-0.106369518825618,-0.323021263764943,0.100060447881162,"Burke","Antibiotics","Unilateral",8.53,-0.323021263764943
"2562",-0.0864796926260719,-0.444278494473667,0.247241621485548,"Burke","Antibiotics","Bilateral",8.55,-0.444278494473667
"2564",-0.106875427012557,-0.325765180145566,0.101463167666336,"Burke","Antibiotics","Unilateral",8.57,-0.325765180145566
"2566",-0.0859520093976736,-0.446327395366499,0.249999619458156,"Burke","Antibiotics","Bilateral",8.59,-0.446327395366499
"2568",-0.107380574061591,-0.328516314704624,0.102867267199247,"Burke","Antibiotics","Unilateral",8.61,-0.328516314704624
"2570",-0.0854205715124686,-0.448365388603288,0.252758332971527,"Burke","Antibiotics","Bilateral",8.63,-0.448365388603288
"2572",-0.107884926260223,-0.331274304413957,0.104272425175872,"Burke","Antibiotics","Unilateral",8.65,-0.331274304413957
"2574",-0.0848853961381232,-0.450392066782781,0.255517546285857,"Burke","Antibiotics","Bilateral",8.67,-0.450392066782781
"2576",-0.108388449819362,-0.334038788148607,0.105678326426197,"Burke","Antibiotics","Unilateral",8.69,-0.334038788148607
"2578",-0.0843465008486389,-0.452407028769609,0.258277048015174,"Burke","Antibiotics","Bilateral",8.71,-0.452407028769609
"2580",-0.108891110877824,-0.336809406670059,0.107084661937093,"Burke","Antibiotics","Unilateral",8.73,-0.336809406670059
"2582",-0.0838039036236859,-0.45440987987146,0.261036631112332,"Burke","Antibiotics","Bilateral",8.75,-0.45440987987146
"2584",-0.109392875506836,-0.339585802615298,0.108491128877242,"Burke","Antibiotics","Unilateral",8.77,-0.339585802615298
"2586",-0.0832576228493505,-0.456400232014754,0.263796092851947,"Burke","Antibiotics","Bilateral",8.79,-0.456400232014754
"2588",-0.109893709716075,-0.342367620486979,0.109897430617466,"Burke","Antibiotics","Unilateral",8.81,-0.342367620486979
"2590",-0.0827076773175868,-0.458377703911676,0.266555234810981,"Burke","Antibiotics","Bilateral",8.83,-0.458377703911676
"2592",-0.110393579457151,-0.345154506644555,0.111303276753235,"Burke","Antibiotics","Unilateral",8.85,-0.345154506644555
"2594",-0.0821540862257501,-0.460341921226033,0.269313862850255,"Burke","Antibiotics","Bilateral",8.87,-0.460341921226033
"2596",-0.110892450629721,-0.34794610930159,0.112708383124907,"Burke","Antibiotics","Unilateral",8.89,-0.34794610930159
"2598",-0.0815968691767846,-0.462292516732275,0.27207178709172,"Burke","Antibiotics","Bilateral",8.91,-0.462292516732275
"2600",-0.111390289085441,-0.350742078520972,0.114112471836838,"Burke","Antibiotics","Unilateral",8.93,-0.350742078520972
"2602",-0.0810360461774212,-0.464229130469677,0.274828821898016,"Burke","Antibiotics","Bilateral",8.95,-0.464229130469677
"2604",-0.111887060632542,-0.353542066219039,0.115515271279849,"Burke","Antibiotics","Unilateral",8.97,-0.353542066219039
"2606",-0.0804716376385832,-0.46615140989526,0.277584785849416,"Burke","Antibiotics","Bilateral",8.99,-0.46615140989526
"2608",-0.276269809353192,-0.462465187422908,-0.0833189578147039,"Burke","Antibiotics","Unilateral",3,-0.462465187422908
"2610",-0.121431144006511,-0.254854754943367,0.0228989294181693,"Burke","Antibiotics","Bilateral",3.02,-0.254854754943367
"2612",-0.0418948378259739,-0.15168208715397,0.0711352972256684,"Burke","Antibiotics","Unilateral",3.04,-0.15168208715397
"2614",-0.121428849921211,-0.254700023268759,0.0224803003904217,"Burke","Antibiotics","Bilateral",3.06,-0.254700023268759
"2616",-0.0422674266616253,-0.151516977947484,0.0701243896688905,"Burke","Antibiotics","Unilateral",3.08,-0.151516977947484
"2618",-0.121423548174141,-0.254561655429859,0.0220901160822498,"Burke","Antibiotics","Bilateral",3.1,-0.254561655429859
"2620",-0.0426419504372781,-0.151356044886257,0.0691148310507487,"Burke","Antibiotics","Unilateral",3.12,-0.151356044886257
"2622",-0.121415219832228,-0.254440235210501,0.0217288771814997,"Burke","Antibiotics","Bilateral",3.14,-0.254440235210501
"2624",-0.0430184058418001,-0.151199569097203,0.0681069399944705,"Burke","Antibiotics","Unilateral",3.16,-0.151199569097203
"2626",-0.121403846024278,-0.254336346178989,0.0213970811082615,"Burke","Antibiotics","Bilateral",3.18,-0.254336346178989
"2628",-0.0433967893602208,-0.151047844239992,0.0671010472022062,"Burke","Antibiotics","Unilateral",3.2,-0.151047844239992
"2630",-0.121389407943544,-0.254250570711689,0.0210952210777186,"Burke","Antibiotics","Bilateral",3.22,-0.254250570711689
"2632",-0.0437770972718578,-0.150901176824206,0.0660974957366064,"Burke","Antibiotics","Unilateral",3.24,-0.150901176824206
"2634",-0.121371886850455,-0.254183488983896,0.0208237851327183,"Burke","Antibiotics","Bilateral",3.26,-0.254183488983896
"2636",-0.044159325648554,-0.150759886519563,0.0650966412942808,"Burke","Antibiotics","Unilateral",3.28,-0.150759886519563
"2638",-0.121351264075256,-0.254135677935596,0.0205832551552133,"Burke","Antibiotics","Bilateral",3.3,-0.254135677935596
"2640",-0.044543470352812,-0.15062430645622,0.0640988524704356,"Burke","Antibiotics","Unilateral",3.32,-0.15062430645622
"2642",-0.121327521020679,-0.254107710210601,0.0203741058546982,"Burke","Antibiotics","Bilateral",3.34,-0.254107710210601
"2644",-0.0449295270360152,-0.15049478350899,0.0631045110063975,"Burke","Antibiotics","Unilateral",3.36,-0.15049478350899
"2646",-0.121300639164706,-0.254100153075811,0.0201968037391908,"Burke","Antibiotics","Bilateral",3.38,-0.254100153075811
"2648",-0.0453174911366642,-0.150371678568756,0.0621140120241174,"Burke","Antibiotics","Unilateral",3.4,-0.150371678568756
"2650",-0.12127060006331,-0.254113567326837,0.0200518060767206,"Burke","Antibiotics","Bilateral",3.42,-0.254113567326837
"2652",-0.0457073578786115,-0.150255366795711,0.0611277642428694,"Burke","Antibiotics","Unilateral",3.44,-0.150255366795711
"2654",-0.121237385353212,-0.25414850618226,0.0199395598487842,"Burke","Antibiotics","Bilateral",3.46,-0.25414850618226
"2656",-0.0460991222693168,-0.150146237851356,0.0601461901743339,"Burke","Antibiotics","Unilateral",3.48,-0.150146237851356
"2658",-0.121200976754672,-0.254205514173189,0.0198605007024298,"Burke","Antibiotics","Bilateral",3.5,-0.254205514173189
"2660",-0.0464927790981272,-0.150044696107552,0.0591697262947846,"Burke","Antibiotics","Unilateral",3.52,-0.150044696107552
"2662",-0.121161356074308,-0.254285126033174,0.0198150519064,"Burke","Antibiotics","Bilateral",3.54,-0.254285126033174
"2664",-0.0468883229345813,-0.149951160827455,0.058198823189257,"Burke","Antibiotics","Unilateral",3.56,-0.149951160827455
"2666",-0.121118505207863,-0.254387865593397,0.0198036233158341,"Burke","Antibiotics","Bilateral",3.58,-0.254387865593397
"2668",-0.0472857481266528,-0.149866066317771,0.0572339456667312,"Burke","Antibiotics","Unilateral",3.6,-0.149866066317771
"2670",-0.121072406143086,-0.254514244692718,0.0198266103553382,"Burke","Antibiotics","Bilateral",3.62,-0.254514244692718
"2672",-0.0476850487991572,-0.14978986204912,0.0562755728439717,"Burke","Antibiotics","Unilateral",3.64,-0.14978986204912
"2674",-0.121023040962669,-0.254664762104617,0.0198843930227039,"Burke","Antibiotics","Bilateral",3.66,-0.254664762104617
"2676",-0.0480862188520631,-0.149723012737156,0.0553241981900689,"Burke","Antibiotics","Unilateral",3.68,-0.149723012737156
"2678",-0.120970391847181,-0.254839902488447,0.0199773349201104,"Burke","Antibiotics","Bilateral",3.7,-0.254839902488447
"2680",-0.0484892519590198,-0.149665998383163,0.0543803295306674,"Burke","Antibiotics","Unilateral",3.72,-0.149665998383163
"2682",-0.120914441078108,-0.25504013536834,0.020105782316796,"Burke","Antibiotics","Bilateral",3.74,-0.25504013536834
"2684",-0.0488941415657022,-0.149619314264752,0.0534444890025058,"Burke","Antibiotics","Unilateral",3.76,-0.149619314264752
"2686",-0.120855171040451,-0.255265914146621,0.0202700632497066,"Burke","Antibiotics","Bilateral",3.78,-0.255265914146621
"2688",-0.049300880888072,-0.149583470880222,0.052517212961732,"Burke","Antibiotics","Unilateral",3.8,-0.149583470880222
"2690",-0.120792564225834,-0.255517675162061,0.0204704866720536,"Burke","Antibiotics","Bilateral",3.82,-0.255517675162061
"2692",-0.0497094629110052,-0.149558993839189,0.051599051838829,"Burke","Antibiotics","Unilateral",3.84,-0.149558993839189
"2694",-0.12072660323549,-0.255795836792769,0.0207073416502224,"Burke","Antibiotics","Bilateral",3.86,-0.255795836792769
"2696",-0.0501198803866374,-0.149546423693252,0.0506905699339924,"Burke","Antibiotics","Unilateral",3.88,-0.149546423693252
"2698",-0.120657270783277,-0.256100798611782,0.0209808966165918,"Burke","Antibiotics","Bilateral",3.9,-0.256100798611782
"2700",-0.0505321258330419,-0.149546315704077,0.0497923451501422,"Burke","Antibiotics","Unilateral",3.92,-0.149546315704077
"2702",-0.120584549698674,-0.256432940597366,0.0212913986806817,"Burke","Antibiotics","Bilateral",3.94,-0.256432940597366
"2704",-0.0509461915326385,-0.149559239541691,0.0489049686567437,"Burke","Antibiotics","Unilateral",3.96,-0.149559239541691
"2706",-0.120508422929593,-0.256792622404015,0.0216390730044141,"Burke","Antibiotics","Bilateral",3.98,-0.256792622404015
"2708",-0.0513620695305901,-0.149585778911797,0.048029044483101,"Burke","Antibiotics","Unilateral",4,-0.149585778911797
"2710",-0.120428873545349,-0.257180182699925,0.0220241222467629,"Burke","Antibiotics","Bilateral",4.02,-0.257180182699925
"2712",-0.0517797516333978,-0.14962653110879,0.0471651890376488,"Burke","Antibiotics","Unilateral",4.04,-0.14962653110879
"2714",-0.120345884739912,-0.257595938573699,0.0224467260804814,"Burke","Antibiotics","Bilateral",4.06,-0.257595938573699
"2716",-0.052199229407604,-0.149682106488746,0.0463140305476579,"Burke","Antibiotics","Unilateral",4.08,-0.149682106488746
"2718",-0.120259439835408,-0.258040185011715,0.022907040782363,"Burke","Antibiotics","Bilateral",4.1,-0.258040185011715
"2720",-0.052620494178735,-0.14975312785507,0.0454762084120684,"Burke","Antibiotics","Unilateral",4.12,-0.14975312785507
"2722",-0.120169522284908,-0.258513194444842,0.0234051988969635,"Burke","Antibiotics","Bilateral",4.14,-0.258513194444842
"2724",-0.0530435370295646,-0.149840229756283,0.0446523724675791,"Burke","Antibiotics","Unilateral",4.16,-0.149840229756283
"2726",-0.120076115675833,-0.259015216373502,0.0239413089804968,"Burke","Antibiotics","Bilateral",4.18,-0.259015216373502
"2728",-0.0534683487992856,-0.149944057693418,0.0438431821641685,"Burke","Antibiotics","Unilateral",4.2,-0.149944057693418
"2730",-0.119979203733199,-0.259546477064615,0.0245154554200857,"Burke","Antibiotics","Bilateral",4.22,-0.259546477064615
"2732",-0.0538949200820757,-0.150065267229815,0.0430493056443167,"Burke","Antibiotics","Unilateral",4.24,-0.150065267229815
"2734",-0.119878770322633,-0.260107179324216,0.0251276983316031,"Burke","Antibiotics","Bilateral",4.26,-0.260107179324216
"2736",-0.0543232412259363,-0.150204523005235,0.0422714187269705,"Burke","Antibiotics","Unilateral",4.28,-0.150204523005235
"2738",-0.119774799453484,-0.260697502344677,0.0257780735348093,"Burke","Antibiotics","Bilateral",4.3,-0.260697502344677
"2740",-0.0547533023314298,-0.150362497651226,0.0415102037936314,"Burke","Antibiotics","Unilateral",4.32,-0.150362497651226
"2742",-0.119667275281877,-0.261317601626014,0.0264665926052427,"Burke","Antibiotics","Bilateral",4.34,-0.261317601626014
"2744",-0.0551850932504108,-0.150539870608176,0.0407663485769412,"Burke","Antibiotics","Unilateral",4.36,-0.150539870608176
"2746",-0.119556182113826,-0.261967608970363,0.0271932430016713,"Burke","Antibiotics","Bilateral",4.38,-0.261967608970363
"2748",-0.0556186035850724,-0.150737326844013,0.0400405448514498,"Burke","Antibiotics","Unilateral",4.4,-0.150737326844013
"2750",-0.119441504408173,-0.262647632545194,0.0279579882651848,"Burke","Antibiotics","Bilateral",4.42,-0.262647632545194
"2752",-0.0560538226862601,-0.150955555475337,0.0393334870285466,"Burke","Antibiotics","Unilateral",4.44,-0.150955555475337
"2754",-0.119323226779289,-0.26335775701824,0.0287607682921074,"Burke","Antibiotics","Bilateral",4.46,-0.26335775701824
"2756",-0.0564907396524823,-0.151195248301279,0.0386458706641168,"Burke","Antibiotics","Unilateral",4.48,-0.151195248301279
"2758",-0.119201334001045,-0.264098043760563,0.0296014996754811,"Burke","Antibiotics","Bilateral",4.5,-0.264098043760563
"2760",-0.0569293433293548,-0.151457098245029,0.0379783908744805,"Burke","Antibiotics","Unilateral",4.52,-0.151457098245029
"2762",-0.119075811010249,-0.264868531107368,0.0304800761074473,"Burke","Antibiotics","Bilateral",4.54,-0.264868531107368
"2764",-0.0573696223087167,-0.15174179770537,0.0373317406639232,"Burke","Antibiotics","Unilateral",4.56,-0.15174179770537
"2766",-0.11894664290917,-0.265669234673514,0.0313963688397577,"Burke","Antibiotics","Bilateral",4.58,-0.265669234673514
"2768",-0.0578115649269792,-0.152050036829383,0.0367066091753882,"Burke","Antibiotics","Unilateral",4.6,-0.152050036829383
"2770",-0.118813814968328,-0.266500147726588,0.0323502272028814,"Burke","Antibiotics","Bilateral",4.62,-0.266500147726588
"2772",-0.0582551592642133,-0.152382501717716,0.0361036798739779,"Burke","Antibiotics","Unilateral",4.64,-0.152382501717716
"2774",-0.11867731262967,-0.267361241610503,0.033341479176746,"Burke","Antibiotics","Bilateral",4.66,-0.267361241610503
"2776",-0.0587003931431304,-0.152739872567678,0.0355236286696568,"Burke","Antibiotics","Unilateral",4.68,-0.152739872567678
"2778",-0.118537121509797,-0.268252466214771,0.0343699320085371,"Burke","Antibiotics","Bilateral",4.7,-0.268252466214771
"2780",-0.0591472541282035,-0.153122821764654,0.034967121989435,"Burke","Antibiotics","Unilateral",4.72,-0.153122821764654
"2782",-0.118393227402965,-0.269173750484517,0.0354353728727679,"Burke","Antibiotics","Bilateral",4.74,-0.269173750484517
"2784",-0.0595957295247161,-0.153532011935375,0.0344348148127849,"Burke","Antibiotics","Unilateral",4.76,-0.153532011935375
"2786",-0.118245616284765,-0.270125002968091,0.0365375695691386,"Burke","Antibiotics","Bilateral",4.78,-0.270125002968091
"2788",-0.0600458063784163,-0.153968093971179,0.0339273486779636,"Burke","Antibiotics","Unilateral",4.8,-0.153968093971179
"2790",-0.118094274315101,-0.271106112391118,0.0376762712490975,"Burke","Antibiotics","Bilateral",4.82,-0.271106112391118
"2792",-0.0604974714741211,-0.154431705035404,0.0334453496750484,"Burke","Antibiotics","Unilateral",4.84,-0.154431705035404
"2794",-0.117939187841131,-0.272116948260772,0.038851209172957,"Burke","Antibiotics","Bilateral",4.86,-0.272116948260772
"2796",-0.0609507113353331,-0.154923466576903,0.0329894264455483,"Burke","Antibiotics","Unilateral",4.88,-0.154923466576903
"2798",-0.117780343400883,-0.273157361491089,0.0400620974879861,"Burke","Antibiotics","Bilateral",4.9,-0.273157361491089
"2800",-0.0614055122234129,-0.155443982356586,0.0325601681971278,"Burke","Antibiotics","Unilateral",4.92,-0.155443982356586
"2802",-0.117617727726531,-0.274227185045541,0.0413086340245496,"Burke","Antibiotics","Bilateral",4.94,-0.274227185045541
"2804",-0.06186186013732,-0.155993836505204,0.0321581427509924,"Burke","Antibiotics","Unilateral",4.96,-0.155993836505204
"2806",-0.117451327747669,-0.275326234587693,0.0425905011009474,"Burke","Antibiotics","Bilateral",4.98,-0.275326234587693
"2808",-0.0623197408127119,-0.156573591623065,0.0317838946335206,"Burke","Antibiotics","Unilateral",5,-0.156573591623065
"2810",-0.117281130594172,-0.276454309139596,0.0439073663363099,"Burke","Antibiotics","Bilateral",5.02,-0.276454309139596
"2812",-0.0627791397212746,-0.157183786944968,0.0314379432347576,"Burke","Antibiotics","Unilateral",5.04,-0.157183786944968
"2814",-0.117107123599259,-0.277611191744583,0.0452588834673894,"Burke","Antibiotics","Bilateral",5.06,-0.277611191744583
"2816",-0.0632400420700571,-0.157824936585916,0.0311207810494636,"Burke","Antibiotics","Unilateral",5.08,-0.157824936585916
"2818",-0.116929294302671,-0.278796650131627,0.0466446931663168,"Burke","Antibiotics","Bilateral",5.1,-0.278796650131627
"2820",-0.063702432800965,-0.158497527884562,0.0308328720175946,"Burke","Antibiotics","Unilateral",5.12,-0.158497527884562
"2822",-0.116747630453872,-0.280010437378605,0.0480644238565595,"Burke","Antibiotics","Bilateral",5.14,-0.280010437378605
"2824",-0.064166296590346,-0.159202019859009,0.0305746499799221,"Burke","Antibiotics","Unilateral",5.16,-0.159202019859009
"2826",-0.116562120015313,-0.281252292564636,0.0495176925181941,"Burke","Antibiotics","Bilateral",5.18,-0.281252292564636
"2828",-0.064631617848533,-0.159938841773018,0.0303465172462401,"Burke","Antibiotics","Unilateral",5.2,-0.159938841773018
"2830",-0.116372751165532,-0.282521941407952,0.0510041054764588,"Burke","Antibiotics","Bilateral",5.22,-0.282521941407952
